# [(|(ave:en_allen * min:vdw_radius_uff) - (|min:atomic_radius - ave:boiling_point|)|)]
# Property Label: $metal$; Unit of the Property: Unitless
# # Samples in Convex Hull Overlap Region: 4743;# Samples SVM Misclassified: 1391
# Plane Divider
# Task     w0                      b
# 0,       7.012666277723496e-04, -2.144317803344590e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         22|0|mult|16|12|abd|abd; (|(ave:en_allen * min:vdw_radius_uff) - (|min:atomic_radius - ave:boiling_point|)|); $\left(\left|\left(ave:en_{allen} min:vdw_{radius, uff}\right) - \left(\left|min:atomic_{radius} - ave:boiling_{point}\right|\right)\right|\right)$; abs((ave:en_allen .* min:vdw_radius_uff) - abs(min:atomic_radius - ave:boiling_point)); ave:en_allen,min:vdw_radius_uff,min:atomic_radius,ave:boiling_point
# Number of Samples Per Task
# Task,   n_mats_train            
# 0,      5143                  

# Property Value      ,  Property Value (EST) ,  Feature 0 Value      
 0.000000000000000e+00,  0.000000000000000e+00,  1.178405456997596e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.873424285714286e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.225961640241983e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.926226239999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.114918500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  7.885450400000002e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.082662333333333e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.573319999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.311465219187166e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.151881457142857e+03
 0.000000000000000e+00,  0.000000000000000e+00,  7.838641500000001e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.431502000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.336455733333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.973587846153845e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.454249999999997e+02
 0.000000000000000e+00,  1.000000000000000e+00,  6.348767000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.884800000000000e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.302337200000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.999693090909091e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.542995166267023e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.083196000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.040709833333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.614051612500000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.803741420311408e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.963050058612895e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.553127666666669e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.907102434614912e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.736214261133992e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.656118250000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.522401997699785e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.573319999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.851089817393162e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.265761314285714e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.036329333333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.572502700000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.252193086978075e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.125405191449730e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.942932000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.617235603560976e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.240017214285715e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.173808500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.855958050000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.051560500000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.844653750000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.894852774999999e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.470380979890425e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.920620614168449e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.169821067393163e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.320150996655425e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.220879333333332e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.811248000000005e+02
 1.000000000000000e+00,  1.000000000000000e+00,  6.061318200000002e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.190270000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.492741142857143e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.223387150000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.074160000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.930124000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.289476000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.443445042857144e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.580834956513287e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.817262097245299e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.597845714285714e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.730140600000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.641243547501780e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.951736591449730e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.240475920000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.600425000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.762263000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.511249999999973e+01
 1.000000000000000e+00,  1.000000000000000e+00,  3.575977588276093e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.443916000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.561927999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.133691341666667e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.001006400000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.994437885714286e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.620390500000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.823299999999999e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.426218000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.774073300000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.883605000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.251506833333333e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.176189285714285e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.985296086978075e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.426334952599674e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.534660000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.780497428571428e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.661646666666667e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.987737333333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.784489999999996e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.973502229157869e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.264399333333334e+03
 1.000000000000000e+00,  1.000000000000000e+00,  7.016873999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.029976999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.730703333333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.609246432773933e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.662421228571428e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.280325500000001e+03
 0.000000000000000e+00,  1.000000000000000e+00,  6.597765333333334e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.163169075000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  8.611680000000001e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.483766618181818e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.582293500000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.300018199999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.431900000000041e+01
 1.000000000000000e+00,  1.000000000000000e+00,  4.403984500000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.469679308138080e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.237683999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.599040000000005e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.684770139999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.830741420311408e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.064099000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.224181666666664e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.626119160000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.655286000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  6.461130666666668e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.196146666666667e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.370635000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.697353773685958e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.951067309090909e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.064669999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.882289285714285e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.013485777777778e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.326730000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.637683485714284e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.721664017393162e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.371460373355341e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.083384000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.650200808138080e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.234066400000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.221707500000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.568827833333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.687520000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.414725666666667e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.907173614168449e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.625380000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.917197916666667e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.620538271938617e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.207266545454545e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.030566800000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.634169880835114e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.028548600000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.432030817393163e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.600207089757950e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.395830333333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.573377417393162e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.830741420311408e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.522509333333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.882365857142857e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.255594233333333e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.892514664692553e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.387512750000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.486055733333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.416333000000002e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.182688814168447e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.239923000000001e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.359136000000003e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.752337420311408e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.750411600000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.674069422751727e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.437109471428572e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.957862915948936e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.905623999999998e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.772538317393163e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.890536600000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.840483749999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.889185636363636e+03
 1.000000000000000e+00,  0.000000000000000e+00,  6.837367749999999e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.717260000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.743413320311409e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.634634500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.113565500000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.686403577368849e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.156772000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.512972198065318e+02
 1.000000000000000e+00,  1.000000000000000e+00,  5.608713600000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.252309591449730e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.672139999999999e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.920732100000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.204486000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  8.533935818670016e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.391952642857143e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.379120000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.996430000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.070706666666665e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.070804500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.779973817393162e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.142750866666665e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.358795914285713e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.017694000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.790170893283181e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.651552957142857e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.370719424783063e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.033186986978074e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.305609432350266e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.666233882352941e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.334201466666666e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.358795914285713e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.089016295311409e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.311812000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.859120791118447e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.017384114168450e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.690506333333337e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.887709714285715e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.440080000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  9.851962000000001e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.551982908302253e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.735210000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.459419525000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.209052091449728e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.151333333333332e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.232340000000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.534492600000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.582807999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.855204285714285e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.327351360000001e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.985324164927690e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.889104599999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.179168000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.119679000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.440367176204228e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.647558657477081e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.413140314285714e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.322205142857142e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.316205500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.530856666666667e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.399451428571429e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.209052091449728e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.028548600000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.767795000000001e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.144695837239080e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.795840000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.487300000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.107068664366461e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.119824666666666e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.321837257550488e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.269708000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.069116125000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.759567999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.020756300000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.298458562500001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.450139508138080e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.051295840000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.895231145377160e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.956991200000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.676158000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.663786200000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.018937000000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.086029714285714e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.171243000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.385494366666666e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.471355960000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.120353391449730e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.373348571428571e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.192406987965576e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.025445999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.691140250000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.637683485714284e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.428556777777778e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.528821485714286e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.472741666666666e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.184023000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.444824799999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.981432316449729e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.607750000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.227982000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.271425500000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.818387058138081e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.163374974804747e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.776846000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.099028600000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.118349500000002e+02
 1.000000000000000e+00,  1.000000000000000e+00,  6.204486000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.261000000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.059814000000006e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.407654666666667e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.523128733333333e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.006542428571428e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.922176666666667e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.573762924783062e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.300566666666600e+01
 1.000000000000000e+00,  0.000000000000000e+00,  2.272660200000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.451755300000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.037147524783062e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.837062000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.057300499999999e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.470462571428572e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.385042200000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.925441750000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.626299614168450e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.857346114168449e+03
 0.000000000000000e+00,  0.000000000000000e+00,  5.124133333333334e+02
 0.000000000000000e+00,  0.000000000000000e+00,  1.751549000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.115442666666667e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.240475920000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.076619108138080e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.396796000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  8.123909000000003e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.581993200000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.863075741471413e+03
 0.000000000000000e+00,  1.000000000000000e+00,  4.170744053861117e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.649265250000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  6.115828000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.014132658116396e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.726512000000001e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.047364000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.459287333333336e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.468420047083023e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.558413250000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.829821111764097e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.428579999999999e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.952742000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.195401700000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.891642770311408e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.706299866666666e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.992164177454267e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.057122885714285e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.932555000000000e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.227982000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.219073836300813e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.716018285714286e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.152024500000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.918889614168447e+03
