# [(sin(min:en_allen) / (global_instability + ave:en_pauling)), (|(ave:boiling_point / ave:en_allen) - (var:en_allen + min:vdw_radius_uff)|)]
# Property Label: $metal$; Unit of the Property: Unitless
# # Samples in Convex Hull Overlap Region: 4459;# Samples SVM Misclassified: 1439
# Plane Divider
# Task     w0                      w1                      b
# 0,       1.611783229726150e-01,  1.261651742531016e-02, -2.785790858727449e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         23|sin|9|5|add|div; (sin(min:en_allen) / (global_instability + ave:en_pauling)); $\left(\frac{ \left(\sin{ min:en_{allen} }\right) }{ \left(global_{instability} + ave:en_{pauling}\right)] } \right)$; (sin(min:en_allen) ./ (global_instability + ave:en_pauling)); min:en_allen,global_instability,ave:en_pauling
# 1;  2; Unitless;                                         12|22|div|7|0|add|abd; (|(ave:boiling_point / ave:en_allen) - (var:en_allen + min:vdw_radius_uff)|); $\left(\left|\left(\frac{ ave:boiling_{point} }{ ave:en_{allen} } \right) - \left(var:en_{allen} + min:vdw_{radius, uff}\right)]\right|\right)$; abs((ave:boiling_point ./ ave:en_allen) - (var:en_allen + min:vdw_radius_uff)); ave:boiling_point,ave:en_allen,var:en_allen,min:vdw_radius_uff
# Number of Samples Per Task
# Task,   n_mats_train            
# 0,      5143                  

# Property Value      ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
 0.000000000000000e+00,  0.000000000000000e+00,  5.526048717321447e-01,  1.510703302404596e+01
 1.000000000000000e+00,  1.000000000000000e+00, -2.271383947330339e-01,  2.640576873416732e+02
 0.000000000000000e+00,  1.000000000000000e+00,  7.922117495991009e-02,  2.637615763391638e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.187708347363142e-01,  3.233287902116805e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.402946256707562e-01,  2.664606343372852e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.239085473607779e-01,  2.717363731516006e+02
 0.000000000000000e+00,  1.000000000000000e+00,  9.372180849488861e-02,  2.957045656304963e+02
 1.000000000000000e+00,  1.000000000000000e+00, -4.543887109780712e-01,  2.924479276548673e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.219104359108910e-01,  7.918146082949306e+00
 0.000000000000000e+00,  1.000000000000000e+00,  2.220053398193192e-01,  2.373329662699693e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.899899917814142e-02,  2.603158031801630e+02
 1.000000000000000e+00,  1.000000000000000e+00, -5.010892209179496e-01,  3.104956921810700e+02
 0.000000000000000e+00,  1.000000000000000e+00, -1.914666062949088e-01,  2.677870258250333e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.902561506002056e-01,  9.618602835973098e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.472677394615167e-01,  2.897126023288372e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.106010659427095e-01,  1.993306093357656e+02
 0.000000000000000e+00,  1.000000000000000e+00,  8.991668941925500e-02,  3.402469622291022e+02
 1.000000000000000e+00,  0.000000000000000e+00, -1.871328791754844e-01,  2.063248148836462e+02
 1.000000000000000e+00,  0.000000000000000e+00, -2.338798326378456e-01,  1.819144167800453e+02
 1.000000000000000e+00,  0.000000000000000e+00, -4.348310169409609e-01,  1.545242359068179e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.916860387285029e-01,  4.438689033373754e+01
 0.000000000000000e+00,  1.000000000000000e+00,  2.844613505973295e-01,  2.432613141751829e+02
 0.000000000000000e+00,  1.000000000000000e+00, -8.817317575493035e-02,  2.389256658841941e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.730878917541137e-01,  3.482646095738489e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.595512518725370e-01,  3.895449011857708e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.386123145954254e-01,  1.404874160821161e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.706710993497455e-01,  2.319957721256771e+02
 1.000000000000000e+00,  0.000000000000000e+00, -4.192707098149011e-01,  1.666031610989203e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.805037841538789e-01,  2.754230954036673e+02
 0.000000000000000e+00,  1.000000000000000e+00,  9.187584826589949e-02,  3.426556190284718e+02
 1.000000000000000e+00,  1.000000000000000e+00, -5.573292497665145e-02,  3.285780373174642e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.593661650960360e-01,  6.975132697525473e+01
 1.000000000000000e+00,  1.000000000000000e+00,  1.702649140703024e-01,  2.777383496935870e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.041801807980957e-01,  1.997210409903576e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.138039807058099e-01,  2.614562401354076e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.872967415729671e-02,  4.474418836598488e-01
 1.000000000000000e+00,  1.000000000000000e+00,  1.915905713530122e-01,  2.643762203985781e+02
 0.000000000000000e+00,  1.000000000000000e+00, -6.074744307086365e-01,  3.120192589214622e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.228863550121562e-01,  2.567040639013827e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.737056074069822e-01,  1.330431689422721e+01
 1.000000000000000e+00,  1.000000000000000e+00, -5.907350092326476e-02,  3.174841633902543e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.112085804910137e-01,  3.321100174620611e+02
 1.000000000000000e+00,  0.000000000000000e+00, -3.952296911848763e-01,  2.230878497095044e+02
 0.000000000000000e+00,  0.000000000000000e+00,  6.363403108066178e-02,  1.115752049926868e+00
 0.000000000000000e+00,  1.000000000000000e+00, -1.172060450541287e-01,  3.016080546700612e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.441226983699583e-01,  2.783864137269640e+02
 0.000000000000000e+00,  0.000000000000000e+00,  5.841772110633279e-01,  4.985928610275880e+01
 1.000000000000000e+00,  1.000000000000000e+00, -2.451806580419050e-01,  2.345779652827204e+02
 1.000000000000000e+00,  0.000000000000000e+00, -1.283392016897674e-01,  1.755103999505404e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.341281687767747e-01,  2.876103704819012e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.544910686730156e-01,  2.706124407402302e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.172115093580344e-01,  2.582151847320798e+02
 0.000000000000000e+00,  1.000000000000000e+00, -4.756973189584878e-01,  2.378672945859752e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.301814959364700e-01,  2.897508604971055e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.882534678443733e-01,  3.418277236863185e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.156159847604540e-01,  2.832161205728223e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.639629232057585e-01,  2.771688590921945e+02
 0.000000000000000e+00,  1.000000000000000e+00,  3.706859483729485e-02,  3.269110848143451e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.195120635183568e-01,  1.520717951595160e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.372501605193790e-01,  3.732133718676322e+02
 0.000000000000000e+00,  0.000000000000000e+00,  9.151394826132125e-02,  1.731118087689372e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.070020318795902e-01,  2.545630660008591e+02
 1.000000000000000e+00,  0.000000000000000e+00,  3.806722279301048e-02,  1.889589826647248e+02
 0.000000000000000e+00,  0.000000000000000e+00, -1.345309959582942e-01,  1.247228273291925e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.588522873719979e-01,  3.101512450271487e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.492556568638014e-01,  2.914822151425763e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.537027215281463e-01,  2.425346992729676e+02
 0.000000000000000e+00,  1.000000000000000e+00, -1.563436974769742e-01,  3.333075152741208e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.995694111460867e-01,  2.490214609382124e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.120572688930097e-01,  2.588905608852343e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.486679449677878e-01,  8.240427778513001e+01
 1.000000000000000e+00,  1.000000000000000e+00, -2.785305568400281e-01,  2.805882046623502e+02
 1.000000000000000e+00,  0.000000000000000e+00,  7.268623493906858e-03,  2.128717992473710e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.044521274482611e-01,  2.149358986986507e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.524615493677965e-01,  2.989599090135033e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.034970114117335e-01,  1.186299762257893e+02
 0.000000000000000e+00,  0.000000000000000e+00,  4.449634881595950e-01,  1.360895726232141e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.112085804910137e-01,  3.321100174620611e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.067462749859010e-01,  1.161714075379344e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.248163989557973e-01,  1.388199303521300e+02
 0.000000000000000e+00,  1.000000000000000e+00, -7.176482292143835e-02,  3.268723772202791e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.281763044485159e-01,  3.112987877714473e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.736679102127677e-01,  1.154395947641876e+02
 1.000000000000000e+00,  0.000000000000000e+00,  1.350681882214986e-01,  1.962054017413629e+02
 0.000000000000000e+00,  0.000000000000000e+00, -9.867950874158494e-01,  3.767664555747501e+00
 0.000000000000000e+00,  1.000000000000000e+00, -4.591122309791739e-01,  3.703769339638320e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.736860614695870e-01,  2.375240569017254e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.101092194802206e-01,  4.130259168927665e+01
 1.000000000000000e+00,  1.000000000000000e+00,  5.864212425225834e-02,  3.179638710530721e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.542884616520392e-01,  2.536978734542473e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.618319126015906e-02,  4.138214643144138e+01
 0.000000000000000e+00,  0.000000000000000e+00,  1.250761842869219e-02,  1.870669782406015e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.986600074142524e-02,  3.413171723857947e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.762146416764444e-01,  2.155332635233239e+01
 0.000000000000000e+00,  1.000000000000000e+00,  1.443535358902073e-01,  2.323913923054429e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.968342571324719e-01,  1.638483912021663e+02
 0.000000000000000e+00,  1.000000000000000e+00, -2.101712899913120e-01,  3.304415417388821e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.060150968090198e-02,  2.318173075253789e+02
 1.000000000000000e+00,  0.000000000000000e+00, -1.365846629795117e-01,  7.574643308284482e+01
 0.000000000000000e+00,  0.000000000000000e+00, -5.227849667413851e-01,  1.355918324565599e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.464522450164171e-01,  2.733736781958925e+02
 0.000000000000000e+00,  0.000000000000000e+00, -3.658366190618003e-01,  1.646384568431739e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.289200102818336e-01,  2.671382910317489e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.487902700158574e-01,  2.254659122769495e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.430017723475761e-01,  3.253803710659898e+02
 0.000000000000000e+00,  0.000000000000000e+00,  2.715701580678485e-01,  4.888822416876678e+00
 1.000000000000000e+00,  1.000000000000000e+00, -3.024329653997399e-01,  3.094767102512492e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.853631421287245e-01,  3.817009898733439e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.174470026255460e-01,  2.379688082707148e+02
 1.000000000000000e+00,  0.000000000000000e+00, -4.891606748579392e-01,  1.991171194190277e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.057924772219806e-01,  3.503049288939828e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.635902825432898e-01,  7.707125893652338e+01
 1.000000000000000e+00,  0.000000000000000e+00,  1.193471619278167e-02,  1.802847556416856e+02
 1.000000000000000e+00,  0.000000000000000e+00,  2.145008658291827e-01,  1.066719108433736e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.702236920983008e-01,  3.112812932312651e+02
 0.000000000000000e+00,  1.000000000000000e+00,  1.707980306428489e-01,  2.674445255976766e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.481155095631108e-01,  2.825629089574188e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.972099287441380e-01,  2.550336645235592e+02
 1.000000000000000e+00,  1.000000000000000e+00, -6.565602286437329e-02,  2.569089592718211e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.852221614758581e-02,  2.823653366930487e+02
 0.000000000000000e+00,  0.000000000000000e+00, -4.013148551757031e-01,  1.581181732570349e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.246941839916846e-01,  2.815287622206816e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.717241095726117e-01,  2.584640273383969e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.585361185031801e-01,  3.026843271311869e+02
 1.000000000000000e+00,  1.000000000000000e+00, -6.447905409692685e-02,  3.518866428325881e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.063327698271394e-01,  2.500764596229412e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.179009692541017e-01,  2.830107894097365e+02
 0.000000000000000e+00,  1.000000000000000e+00, -1.008124893420206e-01,  2.536813357116586e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.824083946711794e-02,  2.823653366930487e+02
 1.000000000000000e+00,  1.000000000000000e+00,  1.181435606205102e-01,  3.202834556943519e+02
 0.000000000000000e+00,  0.000000000000000e+00, -5.714483397259157e-01,  2.246835327672328e+02
 1.000000000000000e+00,  1.000000000000000e+00,  3.480086903548388e-02,  3.580756997932438e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.009169932295603e-01,  2.839275289281630e+02
 0.000000000000000e+00,  0.000000000000000e+00, -6.613568563476918e-02,  4.198072405357217e+01
 1.000000000000000e+00,  1.000000000000000e+00, -1.757914925587883e-01,  2.774449418465177e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.587693326445567e-01,  2.794787052810903e+02
 0.000000000000000e+00,  0.000000000000000e+00, -6.879224238643129e-01,  1.213124257963281e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.266147941515847e-01,  2.723420923488598e+02
 0.000000000000000e+00,  0.000000000000000e+00,  3.808996521324088e-01,  1.372714748784441e+02
 1.000000000000000e+00,  0.000000000000000e+00,  4.136538171648451e-01,  1.931084059861357e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.360115483498011e-01,  3.772205268895349e+02
 0.000000000000000e+00,  1.000000000000000e+00, -3.215021608637760e-01,  2.504306114367637e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.917812913797957e-01,  2.373735076005962e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.738946007592075e-01,  3.205557216850598e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.178310726183700e-01,  3.025409748986427e+02
 1.000000000000000e+00,  1.000000000000000e+00, -3.277464295676730e-01,  2.755847394910709e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.847768914590522e-01,  2.409820379945211e+02
 1.000000000000000e+00,  1.000000000000000e+00,  4.951723590096344e-02,  2.456968552402433e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.305594693913552e-01,  3.043826009059349e+02
 1.000000000000000e+00,  1.000000000000000e+00,  2.170592106544246e-01,  2.606113018187201e+02
 0.000000000000000e+00,  0.000000000000000e+00, -2.071828305157148e-01,  8.422745259686729e+01
 1.000000000000000e+00,  1.000000000000000e+00,  2.345477564214376e-01,  3.060705281023506e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.673968521801921e-01,  2.472288678052005e+02
 1.000000000000000e+00,  1.000000000000000e+00, -2.776430966202295e-01,  2.372082357121757e+02
 1.000000000000000e+00,  1.000000000000000e+00, -1.705958387840893e-01,  2.760803984442440e+02
