# c0 + a0 * (sum:hhi_p / ave:atomic_weight) + a1 * (var:thermal_conductivity / ave:boiling_point) + a2 * (var:sound_velocity / ave:atomic_radius_rahm) + a3 * sqrt(ave:boiling_point)
# Property Label: $bandgap$; Unit of the Property: energy
# RMSE: 1.17745394436904; Max AE: 6.00713583997276
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  3.209844715367811e-04, -2.931356075881642e-02,  5.565612620549401e-06, -8.322616418822797e-02,  4.239649765792811e+00, 
# Feature Rung, Units, and Expressions
# 0;  1; mass^-1;                                          8|5|div; (sum:hhi_p / ave:atomic_weight); $\left(\frac{ sum:hhi_{p} }{ ave:atomic_{weight} } \right)$; (sum:hhi_p ./ ave:atomic_weight); sum:hhi_p,ave:atomic_weight
# 1;  1; length^-1 * power * temperature^-2;               15|6|div; (var:thermal_conductivity / ave:boiling_point); $\left(\frac{ var:thermal_{conductivity} }{ ave:boiling_{point} } \right)$; (var:thermal_conductivity ./ ave:boiling_point); var:thermal_conductivity,ave:boiling_point
# 2;  1; time^-1;                                          14|3|div; (var:sound_velocity / ave:atomic_radius_rahm); $\left(\frac{ var:sound_{velocity} }{ ave:atomic_{radius, rahm} } \right)$; (var:sound_velocity ./ ave:atomic_radius_rahm); var:sound_velocity,ave:atomic_radius_rahm
# 3;  1; temperature^0.5;                                  6|sqrt; sqrt(ave:boiling_point); $\left(\sqrt{ ave:boiling_{point} }\right)$; sqrt(ave:boiling_point); ave:boiling_point
# Number of Samples Per Task
# Task, n_mats_train            
# all , 1143                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
4062        ,  5.457999999999998e-01,  1.880716116145060e+00,  5.195872750379912e+02,  2.551424807631220e+00,  8.889968741992807e+03,  3.004343522302335e+01
3583        ,  1.527200000000000e+00, -3.843026346563082e-02,  1.000637833472798e+02,  2.440541952367601e+00,  3.164028530670471e+03,  5.114098160966408e+01
5228        ,  8.589000000000000e-01,  5.415800508456674e-01,  2.208008442131790e+02,  2.038602287297158e+01,  7.573764940900073e+02,  3.815593007646387e+01
3315        ,  3.259000000000000e+00,  1.933619357871092e+00,  5.513848241930694e+02,  5.470394998196838e+00,  9.763254912099275e+03,  2.856070727415552e+01
3746        ,  0.000000000000000e+00,  2.286484651503292e-01,  7.576824304843133e+01,  2.079087891470631e+00,  4.561808461180847e+03,  4.805899152777414e+01
3201        ,  0.000000000000000e+00,  1.015626599560398e+00,  2.148773682136602e+02,  7.867059426426076e+00,  1.557008653938304e+03,  3.690005032904040e+01
5331        ,  1.814300000000000e+00,  1.843705528062201e+00,  1.492224214257446e+02,  3.416139217551861e-01,  1.054369436201780e+03,  2.931405806093725e+01
3126        ,  0.000000000000000e+00,  8.340789141359177e-01,  1.249110111097323e+02,  8.816009417304296e-01,  1.917266009852217e+03,  4.121892769104990e+01
5676        ,  4.641999999999999e-01,  1.960061310572080e+00,  9.419509837680175e+02,  1.078258792411250e+00,  1.806167241131696e+04,  3.185124278056771e+01
3598        ,  9.411999999999998e-01,  9.357010241957170e-01,  2.236244004569924e+02,  3.596182812142130e-01,  7.510644264685061e+03,  4.093650571311625e+01
5120        ,  8.623000000000001e-01,  7.345636910931745e-01,  4.210304090282611e+02,  3.188747276770875e+01,  3.611406220297216e+03,  3.274925189985262e+01
4244        ,  6.532000000000000e-01,  3.384643894226352e-01,  7.528581961606453e+01,  4.790220344099004e-01,  4.575163398692810e+00,  4.699645376692444e+01
4710        ,  0.000000000000000e+00,  1.443542587114090e+00,  2.244630901894738e+02,  8.617237408445780e-02,  1.276529284993282e+04,  3.528550221644389e+01
3178        ,  0.000000000000000e+00,  1.225587839695072e-01,  3.176648859872803e+02,  8.185359519558513e-01,  2.046093044263776e+05,  6.408848050416965e+01
5371        ,  4.331500000000000e+00,  2.390383895042176e+00,  6.650790763149133e+02,  5.907375662829223e+00,  1.217747533406816e+04,  2.351850335374256e+01
4218        ,  2.750400000000000e+00,  1.555748317097003e+00,  7.846887884461968e+02,  4.822414509550588e-01,  1.592100354279679e+04,  3.616949451310224e+01
5277        ,  4.523999999999999e-01,  1.831606233081623e+00,  2.956450203095275e+02,  8.897935591878957e-01,  1.058725577731092e+04,  3.046857397385050e+01
3755        ,  1.748400000000000e+00,  1.478127597762844e-01,  5.196516272528655e+01,  3.135328149549703e+01,  5.129775687764635e+02,  3.835687682802133e+01
3400        ,  6.249000000000002e-01,  1.347352349587437e+00,  4.152554581109092e+02,  2.000068987113498e+01,  1.203777841915374e+03,  2.938975161514639e+01
5825        ,  2.044100000000000e+00,  1.164391718551835e+00,  3.659750024041364e+02,  1.500758915529838e+01,  1.390508099329835e+03,  3.316917846435151e+01
3969        ,  2.773000000000000e+00,  1.616630807721513e+00,  3.106782543415479e+02,  2.687170978602813e-01,  3.515898253569526e+03,  3.285544819646319e+01
3495        ,  1.237600000000000e+00,  1.608966548216984e-01,  4.783690763036330e+01,  1.263805631361284e+01,  2.880111111111111e+03,  4.493384025431167e+01
3278        ,  1.245800000000000e+00,  1.397473659170936e+00,  1.017154389505550e+03,  2.409693936499600e+00,  5.763369076869077e+03,  3.760964921779667e+01
4278        ,  7.349000000000001e-01,  1.653656519917027e+00,  4.488426776208016e+02,  1.150878099138952e+00,  2.748787441372375e+03,  3.258142620164644e+01
3966        ,  1.750200000000000e+00,  4.119993539618653e-01,  8.190580832043150e+01,  3.720797068254695e-01,  8.176575630252101e+03,  4.672258554489466e+01
4647        ,  3.913400000000000e+00,  2.419402079611781e+00,  8.078553873836088e+02,  1.616171343306252e+01,  8.897247282608698e+03,  1.988939415869674e+01
4958        ,  3.220400000000000e+00,  2.381712785342631e+00,  4.975856878010379e+02,  1.257287378547549e-01,  8.484616991162662e+03,  2.476613951884037e+01
4890        ,  2.595300000000000e+00,  2.518547660890324e+00,  7.703965438184462e+02,  1.030133209590016e+01,  7.843007575757575e+03,  2.054726259140132e+01
3933        ,  3.733600000000000e+00,  1.633366911784325e+00,  2.321090355405355e+02,  5.871037438845432e+00,  1.873056363734468e+03,  3.026824518644361e+01
3444        ,  2.131800000000000e+00,  1.244408362016783e+00,  1.387702092158491e+02,  5.884057741828437e-01,  4.183486933632171e+03,  3.659690332983562e+01
4837        ,  2.507100000000000e+00,  2.167061435596596e+00,  1.292290604160267e+03,  9.540503884561660e-02,  1.350924936840949e+04,  3.075696398107806e+01
4994        ,  3.688700000000000e+00,  1.381545982216845e+00,  4.609647362271019e+02,  1.152146825928485e+01,  2.769603178607467e+04,  3.391333071227302e+01
4339        ,  0.000000000000000e+00,  1.131921260336763e+00,  3.801108656691536e+02,  9.520437622944595e-01,  1.196768057140919e+03,  3.855147208603064e+01
4325        ,  2.300000000000000e-01,  2.386571199680190e+00,  3.864092922839425e+02,  1.623111966248403e+00,  1.062797484461855e+03,  2.325525747008620e+01
5893        ,  4.026400000000000e+00,  2.205157334915541e+00,  1.847619804731146e+03,  5.678827873899200e-02,  6.829619323671497e+03,  3.200791568763368e+01
5161        ,  4.347900000000000e+00,  1.702751949165483e+00,  2.810708708130256e+02,  8.460478349512229e-02,  8.233849549035198e+02,  3.159126461539645e+01
3743        ,  0.000000000000000e+00,  4.112066224317257e-01,  4.819815160878714e+02,  1.785289757747600e+00,  4.653668528864060e+02,  4.726168285902087e+01
4950        ,  1.466200000000001e+00,  9.853221725138896e-01,  1.549043922147436e+02,  4.847935361949627e+01,  5.813931365074664e+03,  2.301325704892725e+01
4189        ,  1.018400000000000e+00,  1.701917942334091e+00,  2.617482814119959e+02,  1.784768098084995e+01,  7.807678487414724e+03,  2.573739173524259e+01
4450        ,  5.732999999999999e-01,  1.175100588875878e+00,  1.212386248391993e+02,  6.766164171882204e-03,  2.327823949685848e+03,  3.744282040658796e+01
4947        ,  8.538999999999999e-01,  1.304465869391104e+00,  1.990093245551988e+02,  1.361036284786101e+01,  6.812266370997788e+03,  3.169687155961400e+01
4749        ,  2.372800000000001e+00,  2.651507613459484e+00,  1.070950060286775e+03,  1.601796096134213e+00,  8.731224199978320e+03,  2.323236658506526e+01
5135        ,  1.470899999999999e+00,  2.467349344581369e+00,  2.062350597008989e+02,  1.037023116799202e+00,  7.646085734630784e+03,  2.223645655224771e+01
3721        ,  1.803700000000000e+00,  1.492833358254653e+00,  7.821941432743131e+01,  9.632291203293349e-03,  4.279212989493793e+03,  3.358868857219644e+01
4840        ,  3.246200000000000e+00,  2.809788525581797e+00,  5.009354970407235e+02,  3.603058273926663e-03,  8.587212322105768e+03,  1.968541084153440e+01
4848        ,  7.781000000000002e-01,  6.053828989562416e-01,  2.010186450439870e+02,  2.119815747054339e+01,  6.813155457552371e+03,  3.743193823461457e+01
5490        ,  2.288300000000000e+00,  9.951297257746510e-01,  3.350104307276966e+02,  2.424090280683791e+00,  4.281250371907175e+03,  3.970893386344474e+01
5388        ,  1.719900000000000e+00,  1.999564636964450e-01,  3.515869237732220e+02,  2.677804557184328e+01,  1.467050519550017e+03,  4.056119186752635e+01
3448        ,  1.538000000000000e+00,  8.873467901993788e-01,  1.135255355051112e+02,  1.002535471595542e+00,  4.849175531914893e+03,  4.068845044972836e+01
4846        ,  0.000000000000000e+00,  1.830897407773081e-01,  6.614657600987961e+02,  4.197273759939417e-01,  3.678121748178980e+03,  5.139066063011839e+01
5732        ,  5.205000000000001e-01,  2.350089609481549e-01,  6.436579520460745e+02,  1.013761393885617e+00,  8.397179788484136e+02,  5.029910535983716e+01
4953        ,  2.663900000000000e+00,  1.485689656565005e+00,  1.529960750622282e+02,  1.206601941454079e+00,  3.685751079136691e+03,  3.350164175081574e+01
3082        ,  3.936999999999999e-01,  1.693360348534729e+00,  2.322325057204331e+02,  1.331041567864027e+00,  2.475476085680752e+04,  3.267710717510553e+01
4256        ,  2.726200000000000e+00,  1.438321354688688e+00,  1.783710624286666e+02,  1.470238060719698e+01,  2.482756684807599e+05,  4.577178170008242e+01
4685        ,  7.060000000000000e-01,  1.196441938889717e+00,  2.183108973995486e+02,  8.861912168344008e-02,  4.106598984771573e+02,  3.740374312819507e+01
4747        ,  3.408700000000000e+00,  2.099895917364667e+00,  9.052448053617665e+02,  4.144775614735305e+00,  1.104459563345633e+04,  2.848016853882715e+01
5625        ,  8.441999999999998e-01,  2.900640784155907e+00,  7.612763016548041e+02,  1.360988904674797e-02,  1.961912977829270e+04,  2.033207214955566e+01
5067        ,  2.608600000000000e+00,  2.751286283866810e+00,  2.165598266979154e+03,  1.064058570083529e+01,  2.041823576285593e+04,  2.385323716137756e+01
3965        ,  4.246200000000000e+00,  1.856834723338396e+00,  6.326148223757473e+02,  4.180881612282389e+00,  3.544528107861061e+03,  2.983491482905796e+01
4444        ,  9.563000000000001e-01,  7.261777896607984e-01,  3.577254166966045e+02,  5.571978804872431e-01,  3.701200396825396e+03,  4.364687846799585e+01
3422        ,  9.169000000000000e-01,  1.280035135316141e+00,  3.589484453449963e+02,  2.294157259981191e+00,  1.573086615608698e+03,  3.624265048648780e+01
3134        ,  0.000000000000000e+00,  2.827168217555387e-01,  7.094163941694841e+02,  1.934186471663620e+00,  2.147323943661972e+02,  4.961350622562368e+01
5724        ,  0.000000000000000e+00,  2.208797125493493e+00,  5.046909270466107e+02,  6.709197099350123e-01,  8.718501166666667e+03,  2.669481847350405e+01
5875        ,  4.952999999999994e-01,  3.143813145092568e+00,  1.474514157530401e+03,  2.068264182320772e+00,  2.317149955988447e+04,  1.967492058433782e+01
4937        ,  0.000000000000000e+00,  1.181582487211347e+00,  1.237441194923867e+02,  1.628125776408740e+00,  1.955249186199303e+03,  3.677861697599118e+01
4070        ,  7.039999999999997e-01,  2.176715946128537e+00,  4.798030086112361e+02,  1.668481310079867e-02,  2.597403028834560e+04,  2.836866816284003e+01
4121        ,  1.252800000000000e+00,  7.994730466873748e-01,  3.468809620165347e+02,  2.193691066898143e+01,  2.674038514254386e+04,  3.673481545709284e+01
3358        ,  0.000000000000000e+00,  1.059987197762057e+00,  1.035019391644305e+03,  1.634455527847049e+00,  9.583921302578019e+02,  4.168532915387219e+01
5476        ,  0.000000000000000e+00,  2.845487088383340e-01,  8.778351881990859e+01,  1.817063480536455e+01,  3.041135921725003e+03,  4.166427726482244e+01
3830        ,  6.069000000000000e-01,  8.974632698134873e-01,  5.327306893042322e+02,  3.171739917573522e-01,  2.140141525500742e+02,  4.211510202031830e+01
3277        ,  1.579500000000000e+00,  1.151161195990714e+00,  2.582435956885284e+02,  7.268911347116449e+00,  1.350884129752036e+03,  3.563568748070145e+01
4178        ,  2.596900000000000e+00,  2.869605383732253e+00,  1.261080228717847e+03,  2.030247269481464e+00,  3.370599806949807e+05,  4.315064972197489e+01
4700        ,  7.430000000000003e-02,  2.056970502277967e+00,  1.498959056210964e+03,  3.301214171268610e+00,  2.561373873610298e+04,  3.255716127060220e+01
5159        ,  2.832700000000000e+00,  2.342878815910669e+00,  3.364331972099319e+02,  6.103511810720211e+00,  6.424283582089552e+03,  2.236796816878994e+01
4672        ,  6.372000000000000e-01,  1.027367732569849e+00,  2.146676554388978e+02,  2.619429106627146e+01,  2.941079107830552e+04,  3.216570378524306e+01
5042        ,  3.263400000000000e+00,  2.236339063996515e+00,  1.036803638846319e+03,  1.168079358836264e+00,  1.000947667700541e+04,  2.832735230989456e+01
5909        ,  1.706400000000000e+00,  1.515294697748913e+00,  7.025003224326676e+02,  8.277167863432898e-01,  8.186185967708124e+02,  3.520695179286975e+01
3034        ,  1.700700000000000e+00,  1.215656173048298e+00,  5.684192928195269e+01,  2.216715586577531e-01,  7.113160614146950e+03,  3.695148170236209e+01
3339        ,  0.000000000000000e+00,  1.151161195990714e+00,  2.582435956885284e+02,  7.268911347116449e+00,  1.350884129752036e+03,  3.563568748070145e+01
4575        ,  2.957400000000000e+00,  3.711911555448997e+00,  3.169582551006148e+03,  1.589981639121880e+00,  9.390055407713389e+03,  1.863330351816339e+01
5517        ,  1.991000000000000e+00,  6.317627398964011e-01,  1.719953698846427e+02,  3.011871450197574e+01,  4.716103121175031e+03,  3.372083925408737e+01
5696        ,  0.000000000000000e+00,  2.717024887479074e+00,  9.911666130151850e+02,  1.015267063411491e+00,  1.223902644593727e+04,  2.257860344072089e+01
4993        ,  7.869999999999999e-01,  9.253436787967056e-01,  2.541868479659720e+02,  3.944975378503151e+01,  9.909545932678822e+03,  2.757108993130304e+01
4049        ,  4.949900000000000e+00,  4.262255554957430e+00,  4.742329324704132e+03,  1.035854321845199e+01,  9.918553357072507e+03,  1.503331716554933e+01
3296        ,  6.007300000000000e+00,  3.017073890037019e+00,  9.986199511384748e+02,  2.483017458114066e+00,  1.032307757171528e+05,  2.457008343494177e+01
3504        ,  0.000000000000000e+00,  1.388968610640082e+00,  1.872810020540497e+02,  8.283981892300690e-02,  1.582560173501577e+04,  3.600365722163976e+01
5474        ,  0.000000000000000e+00,  5.620674132631890e-01,  1.364823166389746e+02,  7.933825324659014e-01,  2.704000000000000e+03,  4.461558023829792e+01
4069        ,  2.483500000000000e+00,  1.748245927455992e+00,  2.582555154874573e+02,  1.290278515611097e+01,  2.853099096779337e+05,  4.546644367002988e+01
3708        ,  3.914400000000000e+00,  2.276101917665613e+00,  2.208484959110926e+02,  1.244599857730729e+00,  9.499910645822314e+01,  2.401266332583706e+01
3778        ,  4.467100000000000e+00,  2.979383933321732e+00,  9.789648767059050e+02,  4.950184269001504e+00,  9.596018776077886e+03,  1.781649516599716e+01
3067        ,  0.000000000000000e+00,  1.581745616861190e+00,  1.352671119659993e+02,  2.004923643298168e+00,  2.291017287234043e+04,  3.328352946028009e+01
3245        ,  0.000000000000000e+00,  6.352741173547753e-01,  2.630773187669170e+02,  2.828454249752511e-02,  9.045680687471730e+01,  4.431891996277286e+01
3972        ,  9.501000000000001e-01,  1.223713621420011e+00,  1.643917484056019e+02,  9.900571642602979e-02,  3.256882327399044e+03,  3.705478569438964e+01
5077        ,  1.153900000000000e+00,  1.110318813747182e+00,  9.010769465613936e+02,  1.856023816108276e-01,  2.921610505647724e+03,  4.120558214611219e+01
3503        ,  7.069999999999999e-01,  1.925904847519866e+00,  1.016852206887055e+03,  7.262283940513411e-01,  2.735824048052565e+04,  3.329620849285997e+01
4651        ,  3.520400000000000e+00,  4.499030702940642e+00,  5.202716193228903e+03,  5.092360758952556e+00,  1.948333643934951e+05,  2.818467003532239e+01
3793        ,  0.000000000000000e+00,  1.757144838712675e+00,  1.363141704631072e+02,  5.121924645656265e+00,  9.109792682926829e+03,  2.915933241119670e+01
3873        ,  3.645000000000000e+00,  2.619285503616360e+00,  6.609499702495240e+02,  1.103742859069652e+00,  9.830938956985443e+03,  2.228721606661541e+01
4895        ,  2.159000000000000e-01, -1.073823772532234e-01,  8.257552001672417e+01,  4.339355295784626e-03,  8.724066390041493e+03,  5.313191131514093e+01
5431        ,  0.000000000000000e+00,  1.747026341668151e+00,  5.665024630541872e+02,  3.780867463210498e+00,  1.834354468451710e+01,  3.080441526794495e+01
5297        ,  1.494600000000000e+00,  1.582462293405383e+00,  1.544240364872265e+03,  4.919848360000674e-01,  2.166424361287075e+04,  3.915857040755748e+01
4859        ,  0.000000000000000e+00,  1.016867100133879e+00,  3.833365019380220e+02,  3.221486605576735e+01,  1.239040036687790e+04,  2.968363962755345e+01
5591        ,  4.297800000000001e+00,  1.890123042011010e+00,  1.365792641469759e+03,  7.834752314488797e+00,  1.299948482435262e+04,  3.160797553857347e+01
5160        ,  4.105000000000000e+00,  2.131263866639111e+00,  3.552583259140592e+02,  2.775040995360116e+00,  2.431481659072835e+05,  4.198608102693082e+01
5202        ,  3.249999999999975e-02,  1.063575164414390e+00,  1.917408565928778e+02,  7.548601006743572e-01,  6.355842159916927e+03,  3.906063662222280e+01
3573        ,  2.447999999999999e-01,  4.919299258223714e-01,  1.972395962053953e+02,  1.921921857281014e+01,  3.238661129244544e+03,  3.923852698560434e+01
4237        ,  0.000000000000000e+00,  1.079666328298857e+00,  4.512754171477138e+02,  1.289422228120035e+00,  2.339900437871107e+05,  5.490264110222749e+01
3838        ,  1.593100000000000e+00,  1.209223352983652e+00,  1.168742401869988e+02,  8.548836644410007e-01,  8.706065634143775e+03,  3.714380163634304e+01
5749        ,  1.189500000000000e+00,  1.194662413664803e+00,  4.330579325470075e+02,  7.885929761244608e-01,  4.636294103449293e+01,  3.798245208865097e+01
4112        ,  5.923999999999998e-01,  7.392881126653412e-01,  3.564630312190323e+02,  1.982610553300577e+00,  8.019916036943746e+03,  4.327123756030095e+01
3399        ,  0.000000000000000e+00,  9.384817079462222e-01,  3.963214860174975e+02,  2.563029435906420e-01,  4.152301647219982e+03,  4.138095375089043e+01
