# [(min:atomic_radius * ave:boiling_point), (max:en_allen * max:vdw_radius_mm3)]
# Property Label: $metal$; Unit of the Property: Unitless
# # Samples in Convex Hull Overlap Region: 4663;# Samples SVM Misclassified: 1551
# Plane Divider
# Task     w0                      w1                      b
# 0,      -6.633503762281768e-06,  4.010395516022080e-04, -3.776799240598228e-01, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         16|12|mult; (min:atomic_radius * ave:boiling_point); $\left(min:atomic_{radius} ave:boiling_{point}\right)$; (min:atomic_radius .* ave:boiling_point); min:atomic_radius,ave:boiling_point
# 1;  1; Unitless;                                         19|2|mult; (max:en_allen * max:vdw_radius_mm3); $\left(max:en_{allen} max:vdw_{radius, mm3}\right)$; (max:en_allen .* max:vdw_radius_mm3); max:en_allen,max:vdw_radius_mm3
# Number of Samples Per Task
# Task,   n_mats_train            
# 0,      5143                  

# Property Value      ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
 0.000000000000000e+00,  0.000000000000000e+00,  2.836266277183592e+05,  4.598870000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.800320000000000e+05,  2.992080000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.439309333333333e+05,  3.767340000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.622270625000000e+05,  3.165400000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  8.541104000000001e+04,  5.580000000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.182117857142857e+05,  3.557120000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.107520000000000e+05,  3.145880000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.205384000000000e+05,  4.695670000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.687333333333333e+05,  3.334050000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.573544000000000e+04,  4.151770000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.071775607142857e+05,  5.190480000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.114824320000000e+05,  3.659090000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.138492337366831e+05,  3.808350000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.859722500000000e+05,  3.515400000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.447465754908372e+05,  6.795200000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.651523240000000e+05,  4.072460000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.778956428571428e+05,  3.858840000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.333365888000000e+05,  3.965290000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.600697633459442e+05,  5.877600000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.502625200000000e+04,  5.190480000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.063060000000000e+05,  3.104420000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.096000000000000e+05,  2.619440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.012800572525599e+05,  4.351120000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.488595950000000e+05,  4.998240000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.041579520000000e+05,  4.891440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.342587294512259e+05,  3.919950000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.015110000000000e+05,  5.515250000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.526586625000000e+05,  5.190480000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.620800000000000e+05,  3.496240000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.360840000000000e+05,  3.113440000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.852039200000000e+05,  3.858840000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.133760000000000e+05,  2.958480000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.932423350000000e+05,  5.190480000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.642240000000000e+05,  3.652420000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.255813333333334e+05,  3.165400000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.339600000000000e+05,  3.113440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.672929245435997e+05,  5.574960000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.702800000000000e+05,  3.406920000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.486605000000000e+05,  3.191520000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.603762000000000e+05,  3.283860000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.120769333333333e+05,  4.055830000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.766446666666667e+05,  3.484620000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.430093333333333e+05,  3.928050000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.397270000000000e+05,  3.585000000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.133708333333333e+05,  3.292200000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  7.826808000000000e+03,  4.122480000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.504157500000000e+04,  3.747680000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.284456666666666e+05,  3.389850000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.311505000000000e+05,  3.986520000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.340924420000000e+05,  4.072460000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  3.802396933333333e+04,  4.592400000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.407680000000000e+05,  3.145880000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.035148000000000e+05,  3.113440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.551620909090910e+04,  5.425440000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.545060000000000e+05,  3.113440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.259372100000000e+05,  5.211840000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.193090000000000e+04,  4.895099999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.133760000000000e+05,  2.958480000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.791560575000000e+05,  5.105040000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.274044740040561e+05,  4.906920000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.345419600000000e+05,  4.763280000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.557120000000000e+05,  3.165400000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.405776180000000e+05,  6.002160000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.005563622140512e+05,  5.681760000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.841848826666666e+05,  3.720330000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.861973333333334e+05,  2.151455000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.718400000000000e+05,  3.368640000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.593983720000000e+05,  4.592400000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.920580571428571e+04,  3.897950000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.963670000000000e+05,  3.292200000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.071050000000000e+05,  3.362343748794409e+03
 0.000000000000000e+00,  1.000000000000000e+00,  9.904139636363638e+04,  6.324000000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.100749281818182e+05,  5.211840000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.925874285714286e+05,  2.958480000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.818865777777778e+04,  5.340000000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  4.385640000000000e+04,  4.278679999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.110065777777777e+04,  5.040960000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.483753285714286e+05,  4.891440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  9.038683158896587e+04,  4.123710000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.461120000000000e+05,  3.452470000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.851424320000000e+05,  3.597850000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.143733370601357e+05,  4.001760000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.486236000000000e+05,  3.283860000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.185700925000000e+05,  5.105040000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.458538666666667e+05,  3.541240000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.864704000000000e+05,  3.384240000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.720277653333333e+05,  3.505990000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.076745716229311e+05,  5.555200000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.843864000000000e+05,  3.897950000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.129699000000000e+05,  4.004920000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.943032981818182e+05,  5.105040000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.742136000000000e+05,  3.049620000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.951383600000000e+05,  5.852639999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.078597029086358e+05,  5.555200000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.776524666666666e+05,  4.021890000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.462724350091925e+05,  4.429170000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.050275111259742e+05,  5.831280000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.446893333333333e+05,  3.628020000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.005563622140512e+05,  5.681760000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.711426666666666e+05,  3.126120000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.981160000000000e+05,  3.792600000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  5.862853333333333e+04,  5.094530000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.438383763210685e+05,  5.209790000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.427096250000000e+05,  3.431700000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.703600000000000e+05,  3.228280000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.039033333333333e+05,  3.292200000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.240200000000000e+05,  1.599777000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  8.966224462407228e+04,  8.060000000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.963308240000000e+05,  3.858120000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.926733333333333e+05,  2.958480000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.284826000000000e+05,  3.356150000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.379687500000000e+05,  3.292200000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  1.872632160000000e+05,  3.414130000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.588823702857142e+05,  4.041840000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.651022370819858e+04,  6.423200000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.205477500000000e+05,  2.794610000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.144906400000000e+05,  4.429170000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.227555200000000e+05,  6.408000000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.750262254545455e+05,  5.062320000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.164670000000000e+05,  3.031990000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.000480000000000e+05,  3.165400000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.493586399830332e+05,  5.532240000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.315083333333333e+05,  3.291000000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.097037800000000e+05,  5.190480000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.324329600000000e+05,  5.446800000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.138466000000000e+05,  3.648550000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.281670000000000e+05,  3.986520000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.959768001520952e+04,  5.767200000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  4.093786666666666e+05,  4.063500000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  9.273786666666667e+04,  5.190480000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.236253074377095e+05,  3.515400000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.177722000000000e+05,  3.784310000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.251673392000000e+05,  4.133700000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.524019200000000e+04,  4.741920000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.339600000000000e+05,  3.113440000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.524440000000000e+05,  3.331020000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.706026560000000e+05,  3.766260000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  3.661559999999999e+05,  3.427260000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.934880000000000e+05,  3.296160000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.601715266666666e+05,  4.357440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.739463250000000e+04,  5.340000000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.437012036233780e+04,  4.293410000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.466305571428571e+04,  5.040960000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.698560000000000e+05,  3.113440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.690450289840495e+05,  4.287600000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  5.613549714285714e+04,  5.446800000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.292340764029016e+05,  4.185000000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  2.112945633983190e+05,  6.249600000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.771403390519232e+05,  4.598870000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.742880000000000e+04,  4.891440000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.101362666666667e+05,  5.094530000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  3.466305571428571e+04,  5.040960000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.418727617595383e+05,  5.788559999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  9.589333333333334e+04,  3.452470000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  6.839214333333334e+04,  4.891440000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.072350185850690e+05,  5.927200000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.635100000000000e+05,  2.879200000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.771350000000000e+05,  3.283860000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.033720000000000e+05,  2.958480000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.035840000000000e+05,  3.604180000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.124426666666666e+05,  3.165400000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  2.364251812668549e+05,  4.276440000000000e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.234559999999999e+05,  3.484620000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.945024050000000e+05,  3.720330000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.226831849911487e+05,  3.710700000000000e+03
 0.000000000000000e+00,  1.000000000000000e+00,  1.372241666666667e+05,  4.763280000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.030016000000000e+05,  3.588880000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.516245888000000e+05,  3.858120000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  7.402463999999998e+04,  5.190480000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  2.210591957142857e+05,  5.254559999999999e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.397246888000000e+05,  3.995910000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  1.850893758513368e+05,  3.780450000000000e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.122484000000000e+05,  3.785760000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.951383600000000e+05,  5.852639999999999e+03
 0.000000000000000e+00,  0.000000000000000e+00,  3.852380000000000e+05,  2.607950000000000e+03
 1.000000000000000e+00,  1.000000000000000e+00,  1.203644000000000e+05,  4.989179999999999e+03
 1.000000000000000e+00,  0.000000000000000e+00,  2.099048810937485e+05,  3.878100000000000e+03
