Descriptor,XGB_Importance
min:boiling_point,0.0
min:bulk_modulus,0.0
min:c6_gb,0.0
min:covalent_radius_cordero,0.0
min:covalent_radius_pyykko,0.0
min:covalent_radius_pyykko_double,0.0
min:covalent_radius_pyykko_triple,0.0
min:covalent_radius_slater,0.0
min:density,0.0
min:dipole_polarizability,0.0
min:electron_affinity,0.0
min:electron_negativity,0.0
min:en_ghosh,0.0
min:en_pauling,0.0
min:evaporation_heat,0.0
min:first_ion_en,0.0
min:fusion_enthalpy,0.0
min:gs_est_bcc_latcnt,0.0
min:gs_est_fcc_latcnt,0.0
min:gs_mag_moment,0.0
min:gs_volume_per,0.0
min:heat_capacity_mass,0.0
min:heat_capacity_molar,0.0
min:heat_of_formation,0.0
min:hhi_p,0.0
min:hhi_r,0.0
min:icsd_volume,0.0
min:melting_point,0.0
min:molar_volume,0.0
min:num_d_unfilled,0.0
min:num_d_valence,0.0
min:num_f_unfilled,0.0
min:num_f_valence,0.0
min:num_p_unfilled,0.0
min:num_p_valence,0.0
min:num_s_unfilled,0.0
min:num_s_valence,0.0
min:num_unfilled,0.0
min:num_valance,0.0
min:period,0.0
min:sound_velocity,0.0
min:specific_heat,0.0
min:thermal_conductivity,0.0
min:vdw_radius,0.0
min:vdw_radius_alvarez,0.0
min:vdw_radius_mm3,0.0
min:vdw_radius_uff,0.0
sum:atomic_radius,0.0
sum:atomic_radius_rahm,0.0
sum:atomic_volume,0.0
sum:atomic_weight,0.0
sum:bulk_modulus,0.0
sum:covalent_radius_cordero,0.0
sum:covalent_radius_pyykko,0.0
sum:covalent_radius_pyykko_double,0.0
sum:covalent_radius_pyykko_triple,0.0
sum:covalent_radius_slater,0.0
sum:dipole_polarizability,0.0
sum:electron_affinity,0.0
sum:en_allen,0.0
sum:en_ghosh,0.0
sum:en_pauling,0.0
sum:evaporation_heat,0.0
sum:first_ion_en,0.0
sum:fusion_enthalpy,0.0
sum:gs_est_fcc_latcnt,0.0
sum:gs_mag_moment,0.0
sum:heat_capacity_mass,0.0
sum:hhi_r,0.0
sum:icsd_volume,0.0
sum:mendeleev_number,0.0
sum:molar_volume,0.0
sum:num_f_unfilled,0.0
sum:num_f_valence,0.0
sum:num_p_unfilled,0.0
sum:num_s_unfilled,0.0
sum:num_s_valence,0.0
sum:num_valance,0.0
sum:period,0.0
sum:sound_velocity,0.0
sum:specific_heat,0.0
sum:thermal_conductivity,0.0
sum:vdw_radius_alvarez,0.0
sum:vdw_radius_mm3,0.0
sum:vdw_radius_uff,0.0
var:Polarizability,0.0
var:atomic_number,0.0
var:atomic_radius,0.0
var:atomic_weight,0.0
var:boiling_point,0.0
var:c6_gb,0.0
var:dipole_polarizability,0.0
var:en_ghosh,0.0
var:evaporation_heat,0.0
var:fusion_enthalpy,0.0
var:gs_energy,0.0
var:gs_est_fcc_latcnt,0.0
var:gs_mag_moment,0.0
var:heat_capacity_molar,0.0
var:heat_of_formation,0.0
var:lattice_constant,0.0
var:melting_point,0.0
var:num_d_unfilled,0.0
var:num_d_valence,0.0
var:num_f_unfilled,0.0
var:num_s_valence,0.0
var:num_valance,0.0
var:vdw_radius_uff,0.0
average_cn,0.0
ewald_energy_per_atom,0.0
structural complexity per cell,0.0
