# FEAT_ID     Feature Postfix Expression (RPN)
272           232|225|div
273           48|16|mult
274           131|56|mult
275           63|105|div
276           146|129|div
277           112|sqrt
278           150|63|mult
279           63|41|mult
280           146|164|div
281           146|154|div
282           146|137|div
283           178|107|mult
284           112|93|mult
285           147|63|mult
286           132|56|mult
287           82|63|mult
288           146|15|div
289           63|25|mult
290           146|130|div
291           213|242|div
292           146|20|div
293           48|89|div
294           48|sqrt
295           112|53|mult
296           63|53|mult
297           146|1|mult
298           146|34|div
299           112|122|div
300           131|cb
301           146|135|div
302           146|23|div
303           136|48|mult
304           112|41|mult
305           146|21|div
306           63|37|div
307           146|98|div
308           146|28|mult
309           112|70|div
310           137|63|mult
311           137|112|mult
312           146|134|div
313           146|143|div
314           146|151|div
315           146|136|div
316           146|85|div
317           146|142|div
318           112|121|div
319           169|112|add
320           146|138|div
321           146|86|div
322           146|101|div
323           146|145|div
324           146|14|div
325           112|25|div
326           112|22|div
327           48|105|div
328           150|146|mult
329           112|sq
330           137|48|mult
331           152|48|mult
332           63|22|mult
333           146|84|div
334           63|0|mult
335           121|112|mult
336           59|29|div
337           60|48|mult
338           53|48|mult
339           155|63|mult
340           67|63|mult
341           146|126|div
342           146|68|div
343           63|21|mult
344           146|87|div
345           112|105|mult
346           240|146|mult
347           290|112|sub
348           146|13|div
349           63|cbrt
350           63|158|div
351           182|63|mult
352           146|64|mult
353           63|41|div
354           112|21|div
355           146|55|mult
356           183|146|mult
357           112|5|div
358           100|63|mult
359           127|112|mult
360           63|138|div
361           48|cbrt
362           135|112|mult
363           146|179|div
364           146|5|div
365           146|79|div
366           146|16|div
367           239|63|mult
368           132|131|mult
369           112|7|mult
370           112|16|mult
371           146|117|div
372           50|48|sub
373           178|146|mult
374           146|72|div
375           148|146|abd
376           49|48|add
377           135|48|mult
378           146|140|div
379           146|160|div
380           112|69|div
381           63|23|mult
382           63|20|mult
383           146|26|abd
384           146|12|div
385           146|26|sub
386           162|cb
387           92|63|mult
388           70|48|mult
389           99|63|mult
390           232|234|div
391           112|79|mult
392           146|128|div
393           146|78|div
394           146|127|div
395           122|112|mult
396           176|146|mult
397           123|112|mult
398           146|181|div
399           146|57|div
400           146|59|div
401           114|48|sub
402           171|48|abd
403           146|69|div
404           175|112|add
405           146|17|div
406           48
407           112|20|div
408           112|48|mult
409           112|23|div
410           178|132|mult
411           292|48|add
412           146|50|div
413           63|39|mult
414           171|48|sub
415           178|115|mult
416           114|48|add
417           293|48|add
418           146|73|mult
419           63|116|div
420           146|90|abd
421           121|48|mult
422           134|48|mult
423           162|132|mult
424           146|6|div
425           112|cbrt
426           292|48|sub
427           213|243|div
428           29|22|mult
429           63|sp
430           48|5|mult
431           63|68|div
432           178|131|mult
433           146|123|div
434           146|99|mult
435           30|23|mult
436           146|25|div
437           74|63|mult
438           134|112|mult
439           146|89|div
440           146|76|mult
441           48|nexp
442           202|63|mult
443           63|2|mult
444           146|147|div
445           293|48|sub
446           112|78|div
447           63|36|mult
448           146|77|div
449           187|63|mult
450           122|48|mult
451           292|48|abd
452           175|63|mult
453           146|88|mult
454           178|24|mult
455           146|115|mult
456           93|48|mult
457           63|18|mult
458           146|119|mult
459           180|146|mult
460           182|48|mult
461           48|123|div
462           124|48|mult
463           146|122|mult
464           30|20|mult
465           103|63|mult
466           146|104|mult
467           88|63|mult
468           146|61|mult
469           118|63|mult
470           146|114|div
471           146
472           146|114|mult
473           162|131|mult
474           104|63|mult
475           146|121|mult
476           178|157|mult
477           293|48|abd
478           242|63|mult
479           63|3|mult
480           146|80|div
481           146|58|mult
482           178|9|mult
483           146|70|div
484           146|70|mult
485           63|36|div
486           48|7|mult
487           208|63|mult
488           227|178|mult
489           112|sin
490           146|58|div
491           63|42|mult
492           146|121|div
493           138|48|mult
494           63|184|div
495           105|60|mult
496           112|32|mult
497           23|14|mult
498           63|17|div
499           49|48|sub
500           145|112|mult
501           178|63|mult
502           146|122|div
503           58|7|div
504           146|180|div
505           131|sq
506           146|192|div
507           146|36|div
508           178|71|div
509           144|112|mult
510           65|63|mult
511           178|106|div
512           178|102|div
513           50|48|add
514           161|63|mult
515           296|112|sub
516           178|28|mult
517           178|7|div
518           123|48|mult
519           108|63|mult
520           147|112|mult
521           112|77|div
522           146|54|mult
523           105|48|mult
524           146|188|div
525           146|74|mult
526           48|32|mult
527           178|42|div
528           170|112|add
529           146|6|mult
530           232|189|div
531           146|116|div
532           132|24|mult
533           162|56|mult
534           178|35|mult
535           49|48|abd
536           63|1|div
537           146|80|mult
538           50|48|mult
539           76|48|mult
540           113|48|sub
541           178|96|div
542           200|63|mult
543           146|123|mult
544           79|48|mult
545           5|7|div
546           123|7|div
547           63|34|mult
548           81|63|mult
549           146|sp
550           48|70|div
551           146|92|mult
552           146|77|mult
553           127|48|mult
554           146|105|div
555           112|42|mult
556           138|112|mult
557           294|178|mult
558           112|124|div
559           181|146|mult
560           146|57|mult
561           196|63|mult
562           146|125|mult
563           146|128|mult
564           112|cb
565           189|63|mult
566           63|72|div
567           146|59|mult
568           112|79|div
569           143|63|mult
570           146|107|mult
571           16|38|div
572           146|156|div
573           217|146|mult
574           115|56|mult
575           243|63|mult
576           142|112|mult
577           48|124|div
578           175|48|mult
579           63|35|div
580           146|89|mult
581           178|64|mult
582           53|48|add
583           6|29|div
584           63|99|div
585           146|140|mult
586           131|33|mult
587           111|63|mult
588           193|63|mult
589           190|63|mult
590           291|170|add
591           112|50|div
592           178|38|div
593           146|25|mult
594           14|38|div
595           58|38|div
596           146|90|sub
597           241|63|mult
598           23|15|mult
599           197|63|mult
600           147|146|mult
601           175|112|mult
602           198|63|mult
603           112|69|mult
604           172|63|mult
605           146|76|div
606           112|38|mult
607           178|32|div
608           112|39|mult
609           148|146|add
610           146|78|mult
611           146|82|mult
612           146|50|mult
613           172|48|add
614           179|146|mult
615           48|121|div
616           69|7|div
617           146|12|mult
618           143|112|mult
619           69|48|mult
620           77|48|mult
621           131|102|div
622           77|7|div
623           48|69|div
624           296|112|abd
625           146|69|mult
626           20|14|mult
627           112|77|mult
628           146|26|add
629           112|80|div
630           131|32|div
631           178|10|mult
632           146|158|div
633           178|161|div
634           48|1|div
635           131|38|div
636           178|92|mult
637           183|63|mult
638           178|162|mult
639           112|78|mult
640           146|79|mult
641           146|236|div
642           178|175|div
643           146|127|mult
644           83|48|mult
645           199|63|mult
646           112|76|mult
647           146|16|mult
648           178|40|mult
649           41|7|mult
650           117|112|mult
651           113|63|mult
652           187|222|div
653           178|164|div
654           146|13|mult
655           168|112|abd
656           78|7|div
657           145|63|mult
658           78|48|mult
659           291|48|add
660           146|5|mult
661           112|19|mult
662           144|63|mult
663           178|129|div
664           80|48|mult
665           106|63|mult
666           112|59|div
667           173|112|add
668           178|150|mult
669           178|69|div
670           177|146|mult
671           178|5|div
672           177|63|mult
673           48|38|mult
674           112|76|div
675           178|30|div
676           178|39|div
677           178|94|div
678           178|154|div
679           132|21|div
680           172|112|mult
681           48|122|div
682           48|42|mult
683           146|138|mult
684           178|78|div
685           146|222|div
686           178|14|div
687           146|67|mult
688           156|146|mult
689           131|96|div
690           146|14|mult
691           131|24|mult
692           146|136|mult
693           180|38|div
694           156|112|mult
695           146|135|mult
696           232|223|div
697           182|19|mult
698           298|63|mult
699           146|216|div
700           132|22|div
701           132|9|mult
702           132|85|div
703           48|127|div
704           184|178|mult
705           146|117|mult
706           178|79|div
707           146|134|mult
708           56|24|mult
709           132|cb
710           142|63|mult
711           20|15|mult
712           178|134|div
713           60|19|mult
714           146|41|div
715           178|103|div
716           68|63|mult
717           112|58|div
718           178|13|div
719           131|8|div
720           157|132|mult
721           105|29|mult
722           178|15|div
723           63|101|div
724           131|4|div
725           178|16|div
726           178|77|div
727           146|51|mult
728           146|87|mult
729           146|65|mult
730           12|38|div
731           131|71|div
732           16|32|div
733           146|85|mult
734           131|7|div
735           178|156|div
736           178|53|div
737           48|41|mult
738           112|57|div
739           132|86|div
740           178|73|mult
741           146|84|mult
742           178|151|div
743           146|191|div
744           132|7|div
745           146|18|mult
746           63|222|div
747           234|63|mult
748           146|15|mult
749           63|7|mult
750           178|1|mult
751           13|38|div
752           146|100|div
753           178|12|div
754           146|90|add
755           146|86|mult
756           146|226|div
757           63|17|mult
758           178|182|div
759           178|sqrt
760           178|123|div
761           21|14|mult
762           146|105|mult
763           113|48|abd
764           146|125|div
765           219|63|mult
766           131|106|div
767           178|136|div
768           131|42|div
769           112|83|mult
770           178|80|div
771           178|118|mult
772           178|137|div
773           63|191|div
774           178|160|div
775           178|127|div
776           131|120|mult
777           178|34|div
778           131|37|div
779           290|48|sub
780           178|59|div
781           162|sq
782           21|15|mult
783           178|138|div
784           146|137|mult
785           132|71|div
786           194|63|mult
787           132|20|div
788           59|7|div
789           132|23|div
790           112|34|mult
791           63|100|div
792           146|3|mult
793           146|118|mult
794           178|135|div
795           146|43|mult
796           178|179|div
797           178|57|div
798           232|244|div
799           48|78|div
800           178|100|mult
801           303|63|mult
802           80|7|div
803           214|63|mult
804           48|19|mult
805           131|52|div
806           63|64|div
807           117|112|add
808           113|112|add
809           63|177|div
810           178|6|div
811           132|18|mult
812           146|124|mult
813           98|63|mult
814           178|104|mult
815           63|28|div
816           128|23|mult
817           152|146|mult
818           178|58|div
819           178|181|div
820           63|157|div
821           178|70|div
822           3|32|div
823           18|38|div
824           112|nexp
825           178|98|div
826           178|128|div
827           56|51|mult
828           112|80|mult
829           178|180|div
830           83|60|mult
831           180|29|div
832           178|36|mult
833           178|60|div
834           146|94|mult
835           63|155|div
836           131|sp
837           182|83|mult
838           180|7|div
839           122|7|div
840           178|145|mult
841           146|81|mult
842           161|112|mult
843           178|121|div
844           29|25|mult
845           178|99|mult
846           117|48|mult
847           178|142|mult
848           180|60|sub
849           15|38|div
850           178|54|mult
851           178|50|div
852           178|88|mult
853           56|102|div
854           48|77|div
855           132|3|mult
856           132|sp
857           178|89|div
858           56|43|mult
859           30|19|mult
860           178|114|div
861           178
862           178|114|mult
863           178|147|mult
864           178|122|div
865           213|190|div
866           132|42|div
867           178|41|mult
868           48|94|div
869           112|47|add
870           3|102|div
871           146|21|mult
872           131|10|mult
873           58|13|sub
874           128|22|mult
875           178|143|mult
876           212|63|mult
877           178|23|mult
878           290|146|mult
879           116|63|mult
880           178|122|mult
881           172|112|sub
882           56|71|div
883           178|21|mult
884           178|20|mult
885           178|25|mult
886           178|105|mult
887           132|106|div
888           112|94|div
889           178|76|div
890           178|176|mult
891           146|22|mult
892           146|30|mult
893           194|146|mult
894           224|63|mult
895           178|128|mult
896           112|6|div
897           178|124|mult
898           107|56|mult
899           218|63|mult
900           48|39|mult
901           232|243|div
902           178|98|mult
903           70|7|div
904           156|48|mult
905           178|86|div
906           178|85|div
907           178|121|mult
908           178|124|div
909           48|sq
910           162|24|mult
911           23|13|mult
912           181|178|mult
913           48|79|div
914           128|20|mult
915           71|63|mult
916           60|58|sub
917           146|23|mult
918           112|41|div
919           72|63|mult
920           178|144|mult
921           178|87|div
922           178|70|mult
923           126|91|mult
924           162|33|mult
925           176|63|mult
926           240|131|mult
927           178|84|div
928           175|48|add
929           237|63|mult
930           178|50|mult
931           124|19|mult
932           178|76|mult
933           178|25|div
934           178|6|mult
935           148|146|mult
936           125|63|mult
937           162|sp
938           180|178|mult
939           139|27|mult
940           48|34|mult
941           139|91|mult
942           178|58|mult
943           59|38|div
944           146|20|mult
945           180|135|sub
946           178|89|mult
947           132|40|mult
948           32|23|mult
949           131|97|mult
950           178|22|div
951           220|63|mult
952           146|60|mult
953           164|112|mult
954           209|63|mult
955           178|22|mult
956           19|7|mult
957           232|241|div
958           178|117|mult
959           244|63|mult
960           107|63|mult
961           157|146|add
962           154|112|mult
963           172|48|mult
964           130|91|mult
965           112|60|div
966           132|39|div
967           101|63|mult
968           121|7|div
969           164|63|mult
970           63|216|div
971           178|85|mult
972           132|89|div
973           235|63|mult
974           178|144|div
975           129|63|mult
976           32|21|mult
977           178|33|mult
978           178|57|mult
979           132|87|div
980           131|9|mult
981           178|55|mult
982           178|117|div
983           178|59|mult
984           179|178|mult
985           162|102|div
986           178|60|mult
987           132|84|div
988           152|19|mult
989           146|0|mult
990           42|19|mult
991           146|41|mult
992           178|147|div
993           146|163|div
994           32|20|mult
995           128|19|mult
996           178|135|mult
997           145|48|mult
998           56|9|mult
999           160|63|mult
1000          79|7|div
1001          48|cos
1002          296|48|sub
1003          41|29|mult
1004          178|123|mult
1005          103|48|mult
1006          180|132|mult
1007          19|6|mult
1008          232|242|div
1009          146|223|div
1010          112|exp
1011          144|48|mult
1012          113|48|add
1013          112|39|div
1014          132|25|div
1015          181|19|mult
1016          178|51|mult
1017          146|26|mult
1018          18|32|div
1019          178|127|mult
1020          112|43|sub
1021          178|87|mult
1022          146|1|div
1023          63|226|div
1024          76|7|div
1025          178|84|mult
1026          178|138|mult
1027          162|32|div
1028          131|174|div
1029          162|38|div
1030          178|140|div
1031          178|136|mult
1032          146|103|mult
1033          157|131|mult
1034          63|26|mult
1035          178|137|mult
1036          180|128|sub
1037          140|63|mult
1038          131|40|mult
1039          290|112|abd
1040          63|150|div
1041          136|85|mult
1042          291|112|add
1043          178|34|mult
1044          178|61|mult
1045          178|79|mult
1046          112|23|mult
1047          226|63|mult
1048          112|22|mult
1049          147|48|mult
1050          178|152|mult
1051          41|19|mult
1052          39|19|mult
1053          93|19|mult
1054          20|13|mult
1055          59|19|mult
1056          6|7|div
1057          146|144|mult
1058          112|20|mult
1059          178|cbrt
1060          146|244|div
1061          178|80|mult
1062          157|56|mult
1063          185|146|mult
1064          146|83|div
1065          29|21|mult
1066          63|223|div
1067          146|143|mult
1068          83|29|mult
1069          142|48|mult
1070          206|63|mult
1071          146|221|div
1072          154|48|mult
1073          60|59|sub
1074          105|19|mult
1075          178|15|mult
1076          18|102|div
1077          160|112|mult
1078          6|38|div
1079          132|61|mult
1080          178|134|mult
1081          112|51|sub
1082          168|112|sub
1083          32|19|mult
1084          179|19|mult
1085          178|12|mult
1086          178|4|div
1087          22|14|mult
1088          178|21|div
1089          178|23|div
1090          146|145|mult
1091          57|19|mult
1092          63|55|div
1093          132|103|div
1094          178|20|div
1095          205|63|mult
1096          232|190|div
1097          126|27|mult
1098          184|132|mult
1099          225|63|mult
1100          132|105|div
1101          96|63|mult
1102          19|1|div
1103          132|41|div
1104          48|147|div
1105          132|52|div
1106          63|236|div
1107          56|106|div
1108          146|237|div
1109          178|77|mult
1110          50|19|mult
1111          178|18|div
1112          178|13|mult
1113          56|28|mult
1114          112|127|div
1115          178|78|mult
1116          207|63|mult
1117          58|12|sub
1118          63|140|div
1119          204|63|mult
1120          178|156|mult
1121          172|48|sub
1122          130|27|mult
1123          178|14|mult
1124          178|16|mult
1125          132|35|mult
1126          140|132|mult
1127          182|146|mult
1128          3|7|div
1129          146|100|mult
1130          178|86|mult
1131          182|178|mult
1132          48|64|div
1133          124|83|mult
1134          178|93|mult
1135          178|29|mult
1136          132|125|mult
1137          56|38|div
1138          83|1|div
1139          25|15|mult
1140          146|142|mult
1141          178|3|div
1142          162|96|div
1143          286|56|mult
1144          178|130|div
1145          19|15|mult
1146          286|146|mult
1147          48|80|div
1148          112|103|mult
1149          63|126|div
1150          71|48|mult
1151          23|7|mult
1152          191|63|mult
1153          23|12|mult
1154          146|36|mult
1155          22|15|mult
1156          57|7|div
1157          211|217|div
1158          38|23|mult
1159          48|76|div
1160          178|5|mult
1161          56|40|mult
1162          114|112|abd
1163          146|53|mult
1164          19|123|div
1165          172|146|mult
1166          162|37|div
1167          63|125|div
1168          194|178|mult
1169          19|78|div
1170          178|103|mult
1171          178|56|add
1172          146|39|mult
1173          56|39|div
1174          178|53|mult
1175          152|23|mult
1176          162|8|div
1177          178|1|div
1178          19|122|div
1179          137|85|mult
1180          162|71|div
1181          150|56|mult
1182          38|20|mult
1183          114|19|mult
1184          58|60|div
1185          19
1186          53|19|mult
1187          56|52|div
1188          178|69|mult
1189          208|146|mult
1190          112|184|div
1191          20|7|mult
1192          48|103|div
1193          19|114|div
1194          70|19|mult
1195          162|7|div
1196          19|13|mult
1197          178|172|mult
1198          203|189|div
1199          132|58|mult
1200          162|4|div
1201          132|142|div
1202          83|7|mult
1203          178|143|div
1204          184|131|mult
1205          160|48|mult
1206          48|182|div
1207          27|19|add
1208          181|23|mult
1209          145|19|mult
1210          178|125|div
1211          63|206|div
1212          83|19|add
1213          178|8|div
1214          56|103|div
1215          112|64|div
1216          112|50|abd
1217          56|7|div
1218          83|41|mult
1219          178|126|div
1220          178|120|mult
1221          19|121|div
1222          178|148|mult
1223          112|103|div
1224          63|92|div
1225          146|64|div
1226          132|145|div
1227          152|83|mult
1228          131|130|div
1229          162|52|div
1230          178|163|mult
1231          143|19|mult
1232          19|14|mult
1233          63|218|div
1234          117|112|abd
1235          131|39|div
1236          19|69|div
1237          178|11|div
1238          103|19|mult
1239          146|218|div
1240          98|48|mult
1241          143|48|mult
1242          129|112|mult
1243          38|21|mult
1244          146|81|div
1245          152|20|mult
1246          162|106|div
1247          144|19|mult
1248          132|38|div
1249          169|48|add
1250          63|244|div
1251          19|12|mult
1252          63|207|div
1253          63|32|mult
1254          131|159|div
1255          146|206|div
1256          162|42|div
1257          38|19|mult
1258          132|sq
1259          41|38|mult
1260          128|83|mult
1261          83|39|mult
1262          142|19|mult
1263          172|19|mult
1264          63|188|div
1265          131|101|div
1266          132|120|mult
1267          146|34|mult
1268          178|191|div
1269          223|63|mult
1270          145|83|mult
1271          178|39|mult
1272          56|36|mult
1273          178|226|div
1274          178|65|mult
1275          19|127|div
1276          56|85|div
1277          23|6|mult
1278          19|5|mult
1279          164|48|mult
1280          183|132|mult
1281          162|9|mult
1282          131|126|div
1283          224|146|mult
1284          63|204|div
1285          19|79|div
1286          178|56|mult
1287          146|205|div
1288          178|37|mult
1289          131|161|div
1290          216|200|div
1291          146|213|div
1292          19|70|div
1293          48|179|div
1294          180|134|sub
1295          3|71|div
1296          291|169|add
1297          178|222|div
1298          146|207|div
1299          296|48|abd
1300          185|178|mult
1301          59|60|div
1302          181|83|mult
1303          63|205|div
1304          132|34|div
1305          112|52|mult
1306          38|22|mult
1307          48|156|div
1308          146|204|div
1309          56|10|mult
1310          292|63|mult
1311          20|12|mult
1312          178|145|div
1313          131|236|div
1314          178|216|div
1315          132|143|div
1316          137|19|mult
1317          178|142|div
1318          56|161|div
1319          7|inv
1320          57|29|div
1321          146|17|mult
1322          181|38|div
1323          56|23|div
1324          112|47|sub
1325          83|32|mult
1326          131|22|div
1327          179|83|mult
1328          162|10|mult
1329          178|119|mult
1330          56|20|div
1331          181|20|mult
1332          48|181|div
1333          142|83|mult
1334          19|80|div
1335          162|97|mult
1336          193|146|mult
1337          132|16|mult
1338          48|4|mult
1339          112|25|mult
1340          48|161|div
1341          83|63|mult
1342          201|63|mult
1343          164|19|mult
1344          63|47|mult
1345          10|71|div
1346          112|98|mult
1347          178|140|mult
1348          178|125|mult
1349          63|192|div
1350          144|83|mult
1351          114|7|div
1352          181|22|mult
1353          19|77|div
1354          56|35|mult
1355          121|19|mult
1356          56|87|div
1357          178|97|mult
1358          18|7|div
1359          56|86|div
1360          146|199|div
1361          57|38|div
1362          178|67|div
1363          131|85|div
1364          163|112|mult
1365          162|120|mult
1366          203|242|div
1367          136|19|mult
1368          112|sp
1369          146|35|add
1370          63|83|div
1371          132|54|mult
1372          60|6|sub
1373          13|32|div
1374          63|43|mult
1375          161|48|mult
1376          183|131|mult
1377          63|38|mult
1378          56|84|div
1379          32|25|mult
1380          56|42|div
1381          265|63|mult
1382          182|105|mult
1383          232|212|div
1384          132|161|div
1385          91|97|div
1386          131|139|div
1387          262|19|add
1388          60|23|mult
1389          112|61|sub
1390          52|48|mult
1391          132|144|div
1392          69|71|div
1393          123|19|mult
1394          152|22|mult
1395          294|146|mult
1396          294|56|mult
1397          56|21|div
1398          178|175|mult
1399          112|181|div
1400          193|178|mult
1401          178|161|mult
1402          21|13|mult
1403          83|42|mult
1404          63|213|div
1405          240|162|mult
1406          58|71|div
1407          58|19|mult
1408          64|56|mult
1409          83|38|mult
1410          56|96|div
1411          132|12|mult
1412          147|19|mult
1413          131|35|mult
1414          146|18|div
1415          48|47|sub
1416          143|83|mult
1417          173|112|sub
1418          178|158|mult
1419          20|6|mult
1420          132|182|div
1421          232|226|div
1422          240|132|mult
1423          32|22|mult
1424          56|143|div
1425          154|63|mult
1426          131|21|div
1427          232|nexp
1428          12|32|div
1429          146|11|div
1430          135|19|mult
1431          48|23|mult
1432          232|217|div
1433          48|22|mult
1434          184|56|mult
1435          83|53|mult
1436          56|142|div
1437          208|178|mult
1438          83|cbrt
1439          131|86|div
1440          178|82|div
1441          102|48|mult
1442          175|146|mult
1443          146|90|mult
1444          131|103|div
1445          168|112|add
1446          146|3|div
1447          56|98|div
1448          127|19|mult
1449          56|145|div
1450          184|7|div
1451          131|116|div
1452          63|237|div
1453          162|157|mult
1454          48|20|mult
1455          203|209|div
1456          131|60|div
1457          178|17|mult
1458          131|53|div
1459          60|20|mult
1460          146|113|mult
1461          117|48|add
1462          122|19|mult
1463          146|201|div
1464          178|188|div
1465          48|180|div
1466          19|76|div
1467          21|12|mult
1468          184|38|div
1469          105|83|mult
1470          112|4|mult
1471          79|19|mult
1472          132|98|div
1473          48|151|div
1474          56|22|div
1475          178|105|div
1476          213|241|div
1477          112|71|mult
1478          181|60|abd
1479          178|83|div
1480          83|6|mult
1481          132|13|mult
1482          178|159|mult
1483          131|192|div
1484          27|97|div
1485          112|156|div
1486          131|175|div
1487          19|16|mult
1488          105|52|add
1489          131|20|div
1490          78|38|div
1491          146|234|div
1492          117|112|sub
1493          146|133|mult
1494          93|83|mult
1495          157|145|div
1496          48|184|div
1497          48|36|mult
1498          132|102|div
1499          174|105|add
1500          131|23|div
1501          136|21|mult
1502          102|63|mult
1503          123|38|div
1504          178|90|mult
1505          138|132|mult
1506          131|154|div
1507          157|142|div
1508          56|174|div
1509          161|146|mult
1510          148|63|mult
1511          292|146|mult
1512          178|237|div
1513          63|4|mult
1514          180|19|mult
1515          146|189|div
1516          131|144|div
1517          69|19|mult
1518          146|98|mult
1519          132|36|mult
1520          128|25|mult
1521          22|7|mult
1522          131|182|div
1523          105|7|mult
1524          219|146|mult
1525          132|60|div
1526          181|132|mult
1527          56|54|mult
1528          128|38|div
1529          34|19|mult
1530          10|7|div
1531          175|19|mult
1532          83|57|mult
1533          131|188|div
1534          132|128|mult
1535          10|22|div
1536          24|102|div
1537          178|68|mult
1538          140|48|mult
1539          146|198|div
1540          56|34|div
1541          132|191|div
1542          19|89|div
1543          77|71|div
1544          178|158|div
1545          77|38|div
1546          60|22|mult
1547          132|6|mult
1548          48|cb
1549          131|222|div
1550          22|6|mult
1551          134|132|mult
1552          7|69|div
1553          27|4|mult
1554          203|241|div
1555          131|129|div
1556          77|19|mult
1557          132|14|mult
1558          80|71|div
1559          132|15|mult
1560          146|49|mult
1561          83|50|mult
1562          10|142|div
1563          132|101|div
1564          178|108|mult
1565          132|59|mult
1566          63|54|div
1567          129|48|mult
1568          154|19|mult
